(562.9165124598851, 325.0)
(216.50635094610965, 325.0)
(519.6152422706632, 100)
(606.217782649107, 200)
(995.9292143521044, 475.0)
(259.8076211353316, 600)
(476.31397208144125, 225.0)
(173.20508075688772, 400)
(303.1088913245535, 175.0)
(909.3266739736605, 225.0)
(519.6152422706632, 150)
(129.9038105676658, 675.0)
(173.20508075688772, 750)
(476.31397208144125, 725.0)
(822.7241335952167, 175.0)
(519.6152422706632, 700)
(216.50635094610965, 175.0)
(433.0127018922193, 750)
(649.519052838329, 375.0)
(822.7241335952167, 625.0)
(649.519052838329, 75.0)
(736.1215932167728, 875.0)
(476.31397208144125, 425.0)
(216.50635094610965, 375.0)
(909.3266739736605, 525.0)
(952.6279441628825, 500)
(173.20508075688772, 850)
(259.8076211353316, 200)
(303.1088913245535, 825.0)
(822.7241335952167, 225.0)
(86.60254037844386, 600)
(736.1215932167728, 425.0)
(303.1088913245535, 225.0)
(216.50635094610965, 575.0)
(779.4228634059947, 700)
(822.7241335952167, 725.0)
(173.20508075688772, 250)
(606.217782649107, 150)
(389.71143170299734, 75.0)
(692.8203230275509, 300)
(216.50635094610965, 275.0)
(173.20508075688772, 500)
(129.9038105676658, 725.0)
(519.6152422706632, 900)
(476.31397208144125, 975.0)
(216.50635094610965, 475.0)
(606.217782649107, 750)
(433.0127018922193, 550)
(909.3266739736605, 775.0)
(692.8203230275509, 750)
(736.1215932167728, 525.0)
(779.4228634059947, 500)
(389.71143170299734, 25.0)
(389.71143170299734, 825.0)
(909.3266739736605, 375.0)
(952.6279441628825, 600)
(995.9292143521044, 525.0)
(389.71143170299734, 375.0)
(519.6152422706632, 250)
(389.71143170299734, 475.0)
(346.41016151377545, 700)
(433.0127018922193, 850)
(43.30127018922193, 675.0)
(649.519052838329, 275.0)
(433.0127018922193, 950)
(649.519052838329, 175.0)
(692.8203230275509, 650)
(519.6152422706632, 200)
(692.8203230275509, 50)
(909.3266739736605, 575.0)
(173.20508075688772, 200)
(346.41016151377545, 650)
(606.217782649107, 350)
(779.4228634059947, 300)
